8	24	1	Ahmad+Rawnd	3	Ar Raqqah	LTE	RAQ#6	0	3	Yes	599	83	NA	Dual Band	Both	8/24/2026	4:18:00 AM	8/24/2026	2:17:00 PM	9:59:00	9.98	599	Fourth.Part	Fiber.Cut	Backhaul		Done	peak	
8	24	1	Ahmad+Rawnd	3	Ar Raqqah	LTE	RAQ#42	0	3	Yes	599	83	NA	Dual Band	Both	8/24/2026	4:18:00 AM	8/24/2026	2:17:00 PM	9:59:00	9.98	599	Fourth.Part	Fiber.Cut	Backhaul		Done	peak	
8	24	1	Ahmad+Rawnd	3	Ar Raqqah	LTE	RAQ#30	0	3	Yes	575	83	NA	Dual Band	B20	8/24/2026	4:18:00 AM	8/24/2026	1:53:00 PM	9:35:00	9.58	575	Fourth.Part	Fiber.Cut	Backhaul		Done	peak	
8	24	1	Ahmad+Rawnd	3	Ar Raqqah	LTE	RAQ#43	0	3	Yes	569	83	NA	Dual Band	B20	8/24/2026	4:18:00 AM	8/24/2026	1:47:00 PM	9:29:00	9.48	569	Fourth.Part	Fiber.Cut	Backhaul		Done	peak	
8	24	1	Ahmad+Rawnd	3	Ar Raqqah	LTE	RAQ#46	0	3	Yes	602	83	NA	Dual Band	B7	8/24/2026	4:18:00 AM	8/24/2026	2:20:00 PM	10:02:00	10.03	602	Fourth.Part	Fiber.Cut	Backhaul		Done	peak	
8	24	1	Ahmad+Rawnd	3	Ar Raqqah	LTE	RAQ#48	0	3	Yes	602	83	NA	Dual Band	B7	8/24/2026	4:18:00 AM	8/24/2026	2:20:00 PM	10:02:00	10.03	602	Fourth.Part	Fiber.Cut	Backhaul		Done	peak	
8	24	1	Ahmad+Rawnd	3	Ar Raqqah	LTE	RAQ#77	0	3	Yes	575	83	NA	Dual Band	B7	8/24/2026	4:18:00 AM	8/24/2026	1:53:00 PM	9:35:00	9.58	575	Fourth.Part	Fiber.Cut	Backhaul		Done	peak	
8	24	1	Ahmad+Rawnd	3	Ar Raqqah	LTE	RAQ#85	0	3	Yes	576	83	NA	Dual Band	B7	8/24/2026	4:18:00 AM	8/24/2026	1:54:00 PM	9:36:00	9.60	576	Fourth.Part	Fiber.Cut	Backhaul		Done	peak	
8	24	1	Ahmad+Rawnd	RC	Ar Raqqah-Al Tabqa	LTE	RAQ-TAB#4	0	3	Yes	576	113	NA	Single Band	B20	8/24/2026	4:18:00 AM	8/24/2026	1:54:00 PM	9:36:00	9.60	576	Fourth.Part	Fiber.Cut	Backhaul		Done	peak	
8	24	1	Ahmad+Rawnd	RC	Ar Raqqah-Al Tabqa	LTE	RAQ-TAB#3	0	3	Yes	575	113	NA	Single Band	B20	8/24/2026	4:18:00 AM	8/24/2026	1:53:00 PM	9:35:00	9.58	575	Fourth.Part	Fiber.Cut	Backhaul		Done	peak	
8	24	2	Zubaida+Kaniwar+Adel	4	Sarrin	LTE	SIR#2	0	3	Yes	48	83	NA	Dual Band	Both	8/24/2026	8:13:00 AM	8/24/2026	9:01:00 AM	0:48:00	0.80	48	Fourth.Part	Generator	Generator start failure		Done	peak	
8	24	2	Zubaida+Kaniwar+Adel	2	Tel Brak	LTE	BRK#1	0	3	Yes	285	173	NA	Dual Band	Both	8/24/2026	8:23:00 AM	8/24/2026	1:08:00 PM	4:45:00	4.75	285	Operation	Fiber.Cut	Backhaul		Done	peak	
8	24	2	Zubaida+Kaniwar+Adel	1	Qamishli	LTE	QAM#82	3	3	Yes	31	83	NA	Dual Band	B7	8/24/2026	8:35:00 AM	8/24/2026	9:06:00 AM	0:31:00	0.52	31	Operation.RF	Traffic.Drop	RF Devices - are stuck  (Reset site required)		Done	peak	
8	24	2	Zubaida+Kaniwar+Adel	1	Qamishli	LTE	QAM#14	0	3	NA	104	83	NA	Dual Band	Both	8/24/2026	9:57:00 AM	8/24/2026	11:41:00 AM	1:44:00	1.73	104	Operation	Maintenance.Outage	Cabinet replacement		Done	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#15	0	3	Yes	#NUM!	83	NA	Dual Band	B7	8/24/2026	10:18:00 AM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#24	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	11:52:00 AM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#61	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	11:54:00 AM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#4	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	12:00:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#47	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	12:04:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	2	Zubaida+Kaniwar+Adel	1	Qamishli	LTE	QAM#18	0	3	Yes	89	83	NA	Dual Band	Both	8/24/2026	12:09:00 PM	8/24/2026	1:38:00 PM	1:29:00	1.48	89	Operation	Fiber.Cut	Backhaul		Done	peak	
8	24	2	Zubaida+Kaniwar+Adel	1	Qamishli	LTE	QAM#60	0	3	NA	133	83	NA	Dual Band	Both	8/24/2026	12:12:00 PM	8/24/2026	2:25:00 PM	2:13:00	2.22	133	Operation	Maintenance.Outage	Cabinet replacement	Exceeded the expected outage 	Done	peak	
8	24	2	Zubaida+Kaniwar+Adel	2	Al Hasakah	LTE	HAS#38	0	3	NA	140	83	NA	Dual Band	Both	8/24/2026	12:13:00 PM	8/24/2026	2:33:00 PM	2:20:00	2.33	140	Operation	Maintenance.Outage	Cabinet replacement		Done	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#58	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	1:22:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#60	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	1:26:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	2	Zubaida+Kaniwar+Adel	2	Al Hasakah	Node.Input.AC.power	HAS DC1	11	3	No	17	83	Yes	Node	Node	8/24/2026	1:33:00 PM	8/24/2026	1:50:00 PM	0:17:00	0.28	17	Operation	Generator	Temperature Sensor		Done	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#44	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	1:40:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#25	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/23/2026	2:23:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#72	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	2:37:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#7	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	3:01:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#63	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	3:09:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	2	Zubaida+Kaniwar+Adel	3	Ar Raqqah	LTE	RAQ#13	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	3:37:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	3	Derar+Bassam	3	Ar Raqqah	LTE	RAQ#57	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	4:11:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	3	Derar+Bassam	3	Ar Raqqah	LTE	RAQ#46	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	5:05:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	24	3	Derar+Bassam	3	Ar Raqqah	LTE	RAQ#48	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/24/2026	7:06:00 PM	8/24/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	1	Rawnd	RC	Ar Raqqah-Al Tabqa	LTE	RAQ-TAB#3	0	3	Yes	31	113	NA	Single Band	B20	8/25/2026	6:01:00 AM	8/25/2026	6:32:00 AM	0:31:00	0.52	31	Fourth.Part				Done	non peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#45	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	10:13:00 AM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#2	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	10:26:00 AM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#62	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	10:31:00 AM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#1	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	10:31:00 AM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#70	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	10:36:00 AM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#8	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	10:45:00 AM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#6	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	11:13:00 AM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#85	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	11:57:00 AM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#43	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	12:13:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#36	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	12:18:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#80	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	12:34:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#17	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	12:51:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#67	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	12:51:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#77	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	1:10:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#16	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	1:23:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#42	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	1:48:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#9	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	2:13:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#19	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	2:37:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#37	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	2:47:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#18	0	3	Yes	#NUM!	83	NA	Single Band	B20	8/25/2026	3:30:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#66	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	3:35:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#38	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	3:41:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
8	25	2	Kaniwar	3	Ar Raqqah	LTE	RAQ#41	0	3	Yes	#NUM!	83	NA	Dual Band	Both	8/25/2026	3:43:00 PM	8/25/2026		#######	#NUM!	#NUM!	Fourth.Part	Fourth.Part	Fourth.Part		Follow	peak	
